,university,year,major,avg_major_score,stu_count,stu_ranking,score_line,avg_score,score_diff
0,龙岩学院,2014,软件工程,448,0.0,0.0,,,
3,龙岩学院,2014,电气工程及其自动化,467,0.0,0.0,,,
5,龙岩学院,2014,机械设计制造及其自动化,456,0.0,0.0,,,
15,齐齐哈尔大学,2014,电子信息工程,455,0.0,0.0,,,
23,齐鲁理工学院,2014,通信工程,428,0.0,0.0,,,
25,齐鲁理工学院,2014,电子信息工程,431,0.0,0.0,,,
31,齐鲁工业大学,2014,光电信息科学与工程,472,0.0,0.0,,,
32,齐鲁工业大学,2014,信息与计算科学,464,0.0,0.0,,,
37,黑龙江科技大学,2014,计算机科学与技术,448,0.0,0.0,,,
38,黑龙江科技大学,2014,自动化,450,0.0,0.0,,,
39,黑龙江科技大学,2014,机械电子工程,451,0.0,0.0,,,
48,黑龙江八一农垦大学,2014,机械设计制造及其自动化,446,0.0,0.0,,,
52,黑龙江八一农垦大学,2014,信息与计算科学,438,0.0,0.0,,,
75,首都经济贸易大学,2011,信息管理与信息系统,619,0.0,0.0,,,
76,首都经济贸易大学,2013,信息管理与信息系统,571,268.0,9632.0,,,
77,首都经济贸易大学,2015,信息管理与信息系统,602,265.0,8974.0,,,
82,首都师范大学,2011,电气信息,583,0.0,0.0,,,
88,首都师范大学,2011,信息管理与信息系统,603,0.0,0.0,,,
83,首都师范大学,2013,电子商务,553,320.0,14940.0,,,
131,韩山师范学院,2014,信息管理与信息系统,455,0.0,0.0,,,
132,鞍山师范学院,2014,计算机科学与技术,446,0.0,0.0,,,
141,青海大学,2011,机械设计制造及其自动化,589,0.0,0.0,573.0,586.0,13.0
136,青海大学,2013,电气工程及其自动化,531,383.0,22813.0,,,
137,青海大学,2015,电气工程及其自动化,582,294.0,14798.0,525.0,561.0,36.0
145,青海大学,2015,信息管理与信息系统,560,382.0,22483.0,525.0,561.0,36.0
155,青岛科技大学,2011,通信工程,592,0.0,0.0,,,
180,青岛科技大学,2011,机械工程及自动化,601,0.0,0.0,,,
156,青岛科技大学,2012,通信工程,567,0.0,0.0,,,
207,青岛科技大学,2014,    通信工程,552,370.0,19639.0,,,
157,青岛科技大学,2015,通信工程,559,384.0,22867.0,,,
221,青岛理工大学,2011,计算机科学与技术,589,0.0,0.0,573.0,594.0,21.0
223,青岛理工大学,2011,自动化,592,0.0,0.0,573.0,594.0,21.0
227,青岛理工大学,2011,网络工程,592,0.0,0.0,573.0,594.0,21.0
236,青岛理工大学,2011,电子信息科学与技术,590,0.0,0.0,573.0,594.0,21.0
240,青岛理工大学,2011,电子信息工程,591,0.0,0.0,573.0,594.0,21.0
263,青岛理工大学,2011,机械设计制造及其自动化,592,0.0,0.0,573.0,594.0,21.0
267,青岛理工大学,2011,建筑电气与智能化,589,0.0,0.0,573.0,594.0,21.0
294,青岛理工大学,2011,信息与计算科学,588,0.0,0.0,573.0,594.0,21.0
237,青岛理工大学,2012,电子信息科学与技术,567,0.0,0.0,,,
268,青岛理工大学,2012,建筑电气与智能化,573,0.0,0.0,,,
214,青岛理工大学,2013,通信工程,544,357.0,18043.0,501.0,546.0,45.0
224,青岛理工大学,2013,自动化,543,365.0,18408.0,501.0,546.0,45.0
228,青岛理工大学,2013,网络工程,536,356.0,20904.0,501.0,546.0,45.0
238,青岛理工大学,2013,电子信息科学与技术,537,359.0,20548.0,501.0,546.0,45.0
269,青岛理工大学,2013,建筑电气与智能化,554,298.0,14620.0,501.0,546.0,45.0
215,青岛理工大学,2015,通信工程,567,377.0,19978.0,525.0,564.0,39.0
216,青岛理工大学,2015,软件工程,560,382.0,22483.0,525.0,564.0,39.0
222,青岛理工大学,2015,计算机科学与技术,559,384.0,22867.0,525.0,564.0,39.0
225,青岛理工大学,2015,自动化,552,386.0,25601.0,525.0,564.0,39.0
229,青岛理工大学,2015,网络工程,557,387.0,23652.0,525.0,564.0,39.0
239,青岛理工大学,2015,电子信息科学与技术,556,351.0,24003.0,525.0,564.0,39.0
241,青岛理工大学,2015,电子信息工程,559,384.0,22867.0,525.0,564.0,39.0
270,青岛理工大学,2015,建筑电气与智能化,558,398.0,23265.0,525.0,564.0,39.0
295,青岛理工大学,2015,信息与计算科学,555,413.0,24416.0,525.0,564.0,39.0
307,青岛工学院,2014,自动化,430,0.0,0.0,,,
308,青岛工学院,2014,电子信息工程,440,0.0,0.0,,,
309,青岛工学院,2014,机械设计制造及其自动化,452,0.0,0.0,,,
320,青岛大学,2011,计算机科学与技术,601,0.0,0.0,,,
366,青岛大学,2011,信息与计算科学,598,0.0,0.0,,,
321,青岛大学,2012,计算机科学与技术,575,0.0,0.0,,,
330,青岛大学,2012,电气信息,580,0.0,0.0,,,
367,青岛大学,2012,信息与计算科学,564,0.0,0.0,,,
322,青岛大学,2013,计算机科学与技术,546,357.0,17341.0,501.0,549.0,48.0
328,青岛大学,2013,电气工程及其自动化,565,293.0,11262.0,501.0,549.0,48.0
364,青岛大学,2013,信息安全,548,361.0,16611.0,501.0,549.0,48.0
324,青岛大学,2015,自动化,569,361.0,19221.0,525.0,566.0,41.0
325,青岛大学,2015,网络工程,564,337.0,21035.0,525.0,566.0,41.0
329,青岛大学,2015,电气工程及其自动化,582,294.0,14798.0,525.0,566.0,41.0
365,青岛大学,2015,信息安全,559,384.0,22867.0,525.0,566.0,41.0
374,青岛农业大学,2014,电子商务,479,0.0,0.0,,,
381,集美大学,2012,通信工程,573,0.0,0.0,,,
384,集美大学,2012,软件工程,568,0.0,0.0,,,
390,集美大学,2012,计算机科学与技术,569,0.0,0.0,,,
401,集美大学,2012,网络工程,566,0.0,0.0,,,
406,集美大学,2012,电子科学与技术,568,0.0,0.0,,,
410,集美大学,2012,电子信息工程,571,0.0,0.0,,,
427,集美大学,2012,机械电子工程,567,0.0,0.0,,,
442,集美大学,2012,地理信息系统,567,0.0,0.0,,,
453,集美大学,2012,光信息科学与技术,567,0.0,0.0,,,
454,集美大学,2012,信息与计算科学,567,0.0,0.0,,,
382,集美大学,2013,通信工程,523,418.0,25970.0,501.0,542.0,41.0
385,集美大学,2013,软件工程,543,365.0,18408.0,501.0,542.0,41.0
391,集美大学,2013,计算机科学与技术,544,357.0,18043.0,501.0,542.0,41.0
402,集美大学,2013,网络工程,540,334.0,19461.0,501.0,542.0,41.0
407,集美大学,2013,电子科学与技术,542,360.0,18768.0,501.0,542.0,41.0
409,集美大学,2013,电子商务,545,345.0,17686.0,501.0,542.0,41.0
411,集美大学,2013,电子信息工程,544,357.0,18043.0,501.0,542.0,41.0
425,集美大学,2013,机械设计制造及其自动化,531,383.0,22813.0,501.0,542.0,41.0
428,集美大学,2013,机械电子工程,543,365.0,18408.0,501.0,542.0,41.0
443,集美大学,2013,地理信息科学,543,365.0,18408.0,501.0,542.0,41.0
451,集美大学,2013,光电信息科学与工程,531,383.0,22813.0,501.0,542.0,41.0
383,集美大学,2015,通信工程,569,361.0,19221.0,525.0,566.0,41.0
386,集美大学,2015,软件工程,571,358.0,18498.0,525.0,566.0,41.0
392,集美大学,2015,计算机科学与技术,572,367.0,18140.0,525.0,566.0,41.0
403,集美大学,2015,网络工程,563,348.0,21383.0,525.0,566.0,41.0
405,集美大学,2015,电气工程及其自动化,579,326.0,15763.0,525.0,566.0,41.0
408,集美大学,2015,电子科学与技术,561,388.0,22101.0,525.0,566.0,41.0
412,集美大学,2015,电子信息工程,567,377.0,19978.0,525.0,566.0,41.0
426,集美大学,2015,机械设计制造及其自动化,535,397.0,32196.0,525.0,566.0,41.0
444,集美大学,2015,地理信息科学,560,382.0,22483.0,525.0,566.0,41.0
452,集美大学,2015,光电信息科学与工程,545,392.0,28231.0,525.0,566.0,41.0
455,集美大学,2015,信息与计算科学,564,337.0,21035.0,525.0,566.0,41.0
464,陕西科技大学,2012,电子科学与技术,559,0.0,0.0,,,
465,陕西科技大学,2013,电子科学与技术,515,421.0,29371.0,,,
468,陕西科技大学,2015,机械电子工程,550,355.0,26340.0,,,
469,陕西科技大学,2015,光电信息科学与工程,543,404.0,29047.0,,,
481,陕西师范大学,2011,电子信息科学与技术,594,0.0,0.0,573.0,593.0,20.0
497,陕西师范大学,2011,信息管理与信息系统,591,0.0,0.0,573.0,593.0,20.0
498,陕西师范大学,2011,信息与计算科学,593,0.0,0.0,573.0,593.0,20.0
475,陕西师范大学,2012,软件工程,567,0.0,0.0,,,
482,陕西师范大学,2012,电子信息科学与技术,572,0.0,0.0,,,
476,陕西师范大学,2013,软件工程,541,359.0,19127.0,501.0,542.0,41.0
478,陕西师范大学,2013,计算机科学与技术,540,334.0,19461.0,501.0,542.0,41.0
483,陕西师范大学,2015,电子信息科学与技术,584,300.0,14202.0,525.0,584.0,59.0
502,防灾科技学院,2014,通信工程,423,0.0,0.0,,,
503,防灾科技学院,2014,电气工程及其自动化,426,0.0,0.0,,,
516,闽江学院,2014,通信工程,508,438.0,37056.0,,,
518,闽江学院,2014,软件工程系统运维外包方...,453,0.0,0.0,,,
522,闽江学院,2014,计算机科学与技术嵌入式...,500,0.0,0.0,,,
523,闽江学院,2014,电子科学与技术,499,0.0,0.0,,,
528,闽江学院,2014,地理信息科学空间信息技...,500,0.0,0.0,,,
529,闽江学院,2014,信息与计算科学,499,0.0,0.0,,,
537,闽南师范大学,2013,软件工程,508,477.0,32549.0,,,
569,闽南师范大学,2013,信息与计算科学,510,456.0,31607.0,,,
538,闽南师范大学,2015,软件工程,536,396.0,31799.0,,,
550,闽南师范大学,2015,电气工程及其自动化,536,396.0,31799.0,,,
570,闽南师范大学,2015,信息与计算科学,533,374.0,32994.0,,,
572,长治学院,2014,电子信息科学与技术,433,0.0,0.0,,,
585,长沙理工大学,2011,通信工程,602,0.0,0.0,,,
590,长沙理工大学,2011,软件工程,604,0.0,0.0,,,
596,长沙理工大学,2011,计算机科学与技术,601,0.0,0.0,,,
601,长沙理工大学,2011,自动化,602,0.0,0.0,,,
610,长沙理工大学,2011,电气工程及其自动化,594,0.0,0.0,,,
615,长沙理工大学,2011,电子信息科学与技术,601,0.0,0.0,,,
640,长沙理工大学,2011,机械设计制造及其自动化,604,0.0,0.0,,,
669,长沙理工大学,2011,信息管理与信息系统,601,0.0,0.0,,,
672,长沙理工大学,2011,信息与计算科学,598,0.0,0.0,,,
586,长沙理工大学,2012,通信工程,580,0.0,0.0,,,
597,长沙理工大学,2012,计算机科学与技术,564,0.0,0.0,,,
602,长沙理工大学,2012,自动化,570,0.0,0.0,,,
605,长沙理工大学,2012,网络工程,565,0.0,0.0,,,
611,长沙理工大学,2012,电气工程及其自动化,574,0.0,0.0,,,
616,长沙理工大学,2012,电子信息科学与技术,571,0.0,0.0,,,
618,长沙理工大学,2012,电子信息工程,577,0.0,0.0,,,
670,长沙理工大学,2012,信息管理与信息系统,574,0.0,0.0,,,
673,长沙理工大学,2012,信息与计算科学,566,0.0,0.0,,,
587,长沙理工大学,2013,通信工程,549,342.0,16250.0,,,
591,长沙理工大学,2013,软件工程,549,342.0,16250.0,,,
598,长沙理工大学,2013,计算机科学与技术,542,360.0,18768.0,,,
606,长沙理工大学,2013,网络工程,543,365.0,18408.0,,,
612,长沙理工大学,2013,电气工程及其自动化,562,315.0,12112.0,,,
619,长沙理工大学,2013,电子信息工程,557,305.0,13667.0,,,
668,长沙理工大学,2013,光电信息科学与工程,542,360.0,18768.0,,,
671,长沙理工大学,2013,信息管理与信息系统,541,359.0,19127.0,,,
674,长沙理工大学,2013,信息与计算科学,540,334.0,19461.0,,,
588,长沙理工大学,2015,通信工程,578,337.0,16100.0,,,
592,长沙理工大学,2015,软件工程,578,337.0,16100.0,,,
603,长沙理工大学,2015,自动化,575,319.0,17060.0,,,
613,长沙理工大学,2015,电气工程及其自动化,595,297.0,10944.0,,,
614,长沙理工大学,2015,电子科学与技术,571,358.0,18498.0,,,
617,长沙理工大学,2015,电子信息科学与技术,575,319.0,17060.0,,,
675,长沙理工大学,2015,信息与计算科学,570,362.0,18860.0,,,
680,长沙学院,2014,电气工程及其自动化,476,0.0,0.0,,,
699,长春理工大学,2011,通信工程,590,0.0,0.0,,,
706,长春理工大学,2011,软件工程,589,0.0,0.0,,,
711,长春理工大学,2011,计算机科学与技术,591,0.0,0.0,,,
718,长春理工大学,2011,自动化,590,0.0,0.0,,,
719,长春理工大学,2011,网络工程,583,0.0,0.0,,,
729,长春理工大学,2011,电子信息科学与技术,589,0.0,0.0,,,
743,长春理工大学,2011,机械设计制造及其自动化,596,0.0,0.0,,,
747,长春理工大学,2011,机械电子工程,591,0.0,0.0,,,
753,长春理工大学,2011,微电子学,590,0.0,0.0,,,
766,长春理工大学,2011,光电子材料与器件,595,0.0,0.0,,,
768,长春理工大学,2011,光电子技术科学,598,0.0,0.0,,,
772,长春理工大学,2011,光信息科学与技术,600,0.0,0.0,,,
777,长春理工大学,2011,信息与计算科学,589,0.0,0.0,,,
700,长春理工大学,2012,通信工程,571,0.0,0.0,546.0,559.0,13.0
707,长春理工大学,2012,软件工程,560,0.0,0.0,546.0,559.0,13.0
712,长春理工大学,2012,计算机科学与技术,566,0.0,0.0,546.0,559.0,13.0
725,长春理工大学,2012,电气工程及其自动化,563,0.0,0.0,546.0,559.0,13.0
744,长春理工大学,2012,机械设计制造及其自动化,567,0.0,0.0,546.0,559.0,13.0
748,长春理工大学,2012,机械电子工程,560,0.0,0.0,546.0,559.0,13.0
767,长春理工大学,2012,光电子材料与器件,553,0.0,0.0,546.0,559.0,13.0
769,长春理工大学,2012,光电子技术科学,563,0.0,0.0,546.0,559.0,13.0
771,长春理工大学,2012,光电信息工程,576,0.0,0.0,546.0,559.0,13.0
773,长春理工大学,2012,信息管理与信息系统,552,0.0,0.0,546.0,559.0,13.0
708,长春理工大学,2013,软件工程,537,359.0,20548.0,,,
726,长春理工大学,2013,电气工程及其自动化,534,383.0,21674.0,,,
728,长春理工大学,2013,电子科学与技术,531,383.0,22813.0,,,
745,长春理工大学,2013,机械设计制造及其自动化,539,357.0,19818.0,,,
770,长春理工大学,2013,光电信息科学与工程,534,383.0,21674.0,,,
774,长春理工大学,2013,信息管理与信息系统,522,438.0,26408.0,,,
701,长春理工大学,2015,通信工程,556,351.0,24003.0,525.0,556.0,31.0
709,长春理工大学,2015,软件工程,553,398.0,25215.0,525.0,556.0,31.0
713,长春理工大学,2015,计算机科学与技术,557,387.0,23652.0,525.0,556.0,31.0
727,长春理工大学,2015,电气工程及其自动化,556,351.0,24003.0,525.0,556.0,31.0
730,长春理工大学,2015,电子信息工程,558,398.0,23265.0,525.0,556.0,31.0
746,长春理工大学,2015,机械设计制造及其自动化,564,337.0,21035.0,525.0,556.0,31.0
749,长春理工大学,2015,机械电子工程,565,351.0,20698.0,525.0,556.0,31.0
775,长春理工大学,2015,信息管理与信息系统,552,386.0,25601.0,525.0,556.0,31.0
776,长春理工大学,2015,信息对抗技术,550,355.0,26340.0,525.0,556.0,31.0
784,长春工程学院,2014,软件工程,461,0.0,0.0,,,
787,长春工程学院,2014,计算机科学与技术,442,0.0,0.0,,,
788,长春工程学院,2014,自动化,472,0.0,0.0,,,
789,长春工程学院,2014,电子信息工程,440,0.0,0.0,,,
795,长春工程学院,2014,机械电子工程,449,0.0,0.0,,,
797,长春工程学院,2014,建筑电气与智能化,468,0.0,0.0,,,
806,长春工业大学,2014,软件工程,484,0.0,0.0,,,
808,长春工业大学,2014,计算机科学与技术,471,0.0,0.0,,,
810,长春工业大学,2014,网络工程,472,0.0,0.0,,,
811,长春工业大学,2014,电子商务,472,0.0,0.0,,,
816,长春工业大学,2014,机械电子工程,484,0.0,0.0,,,
822,长春工业大学,2014,信息管理与信息系统,471,0.0,0.0,,,
823,长春工业大学,2014,信息与计算科学,467,0.0,0.0,,,
826,长春大学,2014,通信工程,467,0.0,0.0,,,
828,长春大学,2014,计算机科学与技术,463,0.0,0.0,,,
829,长春大学,2014,自动化,471,0.0,0.0,,,
830,长春大学,2014,网络工程,478,0.0,0.0,,,
831,长春大学,2014,电子信息工程,465,0.0,0.0,,,
836,长春大学,2014,信息与计算科学,465,0.0,0.0,,,
857,长安大学,2011,电子商务,613,0.0,0.0,,,
877,长安大学,2011,机械设计制造及其自动化,613,0.0,0.0,,,
881,长安大学,2011,机械电子工程,609,0.0,0.0,,,
920,长安大学,2011,地理信息系统,607,0.0,0.0,,,
927,长安大学,2011,信息与计算科学,609,0.0,0.0,,,
840,长安大学,2012,软件工程,578,0.0,0.0,,,
845,长安大学,2012,计算机科学与技术,583,0.0,0.0,,,
847,长安大学,2012,自动化,586,0.0,0.0,,,
855,长安大学,2012,电气工程及其自动化,590,0.0,0.0,,,
878,长安大学,2012,机械设计制造及其自动化,589,0.0,0.0,,,
921,长安大学,2012,地理信息系统,584,0.0,0.0,,,
848,长安大学,2013,自动化,559,308.0,13033.0,501.0,559.0,58.0
858,长安大学,2013,电子商务,554,298.0,14620.0,501.0,559.0,58.0
860,长安大学,2013,电子信息工程,558,329.0,13362.0,501.0,559.0,58.0
879,长安大学,2013,机械设计制造及其自动化,564,267.0,11529.0,501.0,559.0,58.0
882,长安大学,2013,机械电子工程,567,254.0,10696.0,501.0,559.0,58.0
891,长安大学,2013,建筑电气与智能化,556,339.0,14006.0,501.0,559.0,58.0
928,长安大学,2013,信息与计算科学,556,339.0,14006.0,501.0,559.0,58.0
841,长安大学,2015,软件工程,597,296.0,10364.0,525.0,598.0,73.0
849,长安大学,2015,自动化,599,279.0,9797.0,525.0,598.0,73.0
856,长安大学,2015,电气工程及其自动化,603,271.0,8709.0,525.0,598.0,73.0
859,长安大学,2015,电子商务,592,299.0,11776.0,525.0,598.0,73.0
880,长安大学,2015,机械设计制造及其自动化,600,288.0,9518.0,525.0,598.0,73.0
883,长安大学,2015,机械电子工程,603,271.0,8709.0,525.0,598.0,73.0
929,长安大学,2015,信息与计算科学,592,299.0,11776.0,525.0,598.0,73.0
946,重庆邮电大学,2011,电气信息,602,0.0,0.0,,,
947,重庆邮电大学,2012,电气信息,580,0.0,0.0,,,
950,重庆邮电大学,2012,电子信息科学,573,0.0,0.0,,,
941,重庆邮电大学,2013,计算机类,546,357.0,17341.0,,,
943,重庆邮电大学,2013,自动化类,543,365.0,18408.0,,,
948,重庆邮电大学,2013,电子信息类,545,345.0,17686.0,,,
942,重庆邮电大学,2015,计算机类,579,326.0,15763.0,525.0,578.0,53.0
944,重庆邮电大学,2015,自动化类,582,294.0,14798.0,525.0,578.0,53.0
949,重庆邮电大学,2015,电子信息类,579,326.0,15763.0,525.0,578.0,53.0
955,重庆邮电大学,2015,机械设计制造及其自动化,575,319.0,17060.0,525.0,578.0,53.0
961,重庆邮电大学,2015,信息管理与信息系统,578,337.0,16100.0,525.0,578.0,53.0
971,重庆理工大学,2014,电子信息科学与技术,506,459.0,37942.0,,,
978,重庆文理学院,2014,电气工程及其自动化,478,0.0,0.0,,,
985,重庆师范大学,2014,电子商务,484,0.0,0.0,,,
987,重庆师范大学,2014,信息与计算科学,483,0.0,0.0,,,
993,重庆工商大学,2014,计算机科学与技术,511,383.0,35785.0,,,
995,重庆工商大学,2014,电子商务,512,415.0,35402.0,,,
996,重庆工商大学,2014,机械设计制造及其自动化,508,438.0,37056.0,,,
1009,重庆大学,2011,通信工程,636,0.0,0.0,,,
1011,重庆大学,2011,软件工程,629,0.0,0.0,,,
1024,重庆大学,2011,自动化,634,0.0,0.0,,,
1029,重庆大学,2011,网络工程,630,0.0,0.0,,,
1042,重庆大学,2011,电气工程与自动化,641,0.0,0.0,,,
1044,重庆大学,2011,电子科学与技术,630,0.0,0.0,,,
1085,重庆大学,2011,机械设计制造及其自动化,639,0.0,0.0,,,
1090,重庆大学,2011,机械电子工程,634,0.0,0.0,,,
1155,重庆大学,2011,光电信息工程,620,0.0,0.0,,,
1160,重庆大学,2011,信息安全,630,0.0,0.0,,,
1162,重庆大学,2011,信息与计算科学,632,0.0,0.0,,,
1010,重庆大学,2012,通信工程,621,0.0,0.0,,,
1012,重庆大学,2012,软件工程,609,0.0,0.0,,,
1021,重庆大学,2012,计算机科学与技术,614,0.0,0.0,,,
1025,重庆大学,2012,自动化,611,0.0,0.0,,,
1030,重庆大学,2012,网络工程,609,0.0,0.0,,,
1043,重庆大学,2012,电气工程与自动化,626,0.0,0.0,,,
1045,重庆大学,2012,电子科学与技术,613,0.0,0.0,,,
1048,重庆大学,2012,电子商务,615,0.0,0.0,,,
1049,重庆大学,2012,电子信息科学与技术,613,0.0,0.0,,,
1050,重庆大学,2012,电子信息工程,617,0.0,0.0,,,
1086,重庆大学,2012,机械设计制造及其自动化,620,0.0,0.0,,,
1091,重庆大学,2012,机械电子工程,628,0.0,0.0,,,
1156,重庆大学,2012,光电信息工程,611,0.0,0.0,,,
1157,重庆大学,2012,信息管理与信息系统,610,0.0,0.0,,,
1161,重庆大学,2012,信息安全,609,0.0,0.0,,,
1022,重庆大学,2013,计算机科学与技术,592,191.0,5135.0,,,
1026,重庆大学,2013,自动化,595,154.0,4557.0,,,
1040,重庆大学,2013,电气工程及其自动化,612,103.0,2265.0,,,
1046,重庆大学,2013,电子科学与技术,584,204.0,6606.0,,,
1051,重庆大学,2013,电子信息工程,596,173.0,4403.0,,,
1087,重庆大学,2013,机械设计制造及其自动化,604,137.0,3212.0,,,
1092,重庆大学,2013,机械电子工程,601,130.0,3625.0,,,
1153,重庆大学,2013,光电信息科学与工程,589,183.0,5663.0,,,
1158,重庆大学,2013,信息管理与信息系统,594,174.0,4731.0,,,
1163,重庆大学,2013,信息与计算科学,587,168.0,6021.0,,,
1088,重庆大学,2014,机械设计制造及其自动化,622,118.0,2811.0,,,
1013,重庆大学,2015,软件工程,627,153.0,3790.0,,,
1023,重庆大学,2015,计算机科学与技术,624,180.0,4281.0,,,
1039,重庆大学,2015,电气工程及其自动化(辛...,622,158.0,4585.0,,,
1041,重庆大学,2015,电气工程及其自动化,630,147.0,3341.0,,,
1047,重庆大学,2015,电子科学与技术,624,180.0,4281.0,,,
1052,重庆大学,2015,电子信息工程,627,153.0,3790.0,,,
1089,重庆大学,2015,机械设计制造及其自动化,633,121.0,2936.0,,,
1093,重庆大学,2015,机械电子工程,629,149.0,3490.0,,,
1154,重庆大学,2015,光电信息科学与工程,627,153.0,3790.0,,,
1159,重庆大学,2015,信息管理与信息系统,626,154.0,3944.0,,,
1190,重庆交通大学,2013,计算机科学与技术,516,434.0,28950.0,,,
1196,重庆交通大学,2013,电子信息工程,517,406.0,28516.0,,,
1202,重庆交通大学,2013,机械电子工程,522,438.0,26408.0,,,
1210,重庆交通大学,2013,信息与计算科学,516,434.0,28950.0,,,
1195,重庆交通大学,2015,电子信息类,567,377.0,19978.0,525.0,570.0,45.0
1215,重庆三峡学院,2014,计算机科学与技术,461,0.0,0.0,,,
1223,重庆三峡学院,2014,机械设计制造及其自动化,481,0.0,0.0,,,
1226,重庆三峡学院,2014,信息管理与信息系统,468,0.0,0.0,,,
1230,郑州轻工业学院,2014,计算机科学与技术,468,0.0,0.0,,,
1232,郑州轻工业学院,2014,网络工程,460,0.0,0.0,,,
1233,郑州轻工业学院,2014,电子信息科学与技术,460,0.0,0.0,,,
1236,郑州轻工业学院,2014,机械设计制造及其自动化,476,0.0,0.0,,,
1241,郑州航空工业管理学院,2014,计算机科学与技术,465,0.0,0.0,,,
1242,郑州航空工业管理学院,2014,网络工程,467,0.0,0.0,,,
1243,郑州航空工业管理学院,2014,电气工程及其自动化,484,0.0,0.0,,,
1244,郑州航空工业管理学院,2014,电子信息工程,461,0.0,0.0,,,
1255,郑州航空工业管理学院,2014,信息管理与信息系统,463,0.0,0.0,,,
1261,郑州大学,2011,通信工程,606,0.0,0.0,,,
1276,郑州大学,2011,计算机科学与技术,603,0.0,0.0,,,
1287,郑州大学,2011,自动化,609,0.0,0.0,,,
1302,郑州大学,2011,电气工程及其自动化,615,0.0,0.0,,,
1309,郑州大学,2011,电子信息科学与技术,604,0.0,0.0,,,
1339,郑州大学,2011,机械工程及自动化,614,0.0,0.0,,,
1386,郑州大学,2011,信息管理与信息系统,605,0.0,0.0,,,
1262,郑州大学,2012,通信工程,589,0.0,0.0,,,
1288,郑州大学,2012,自动化,588,0.0,0.0,,,
1303,郑州大学,2012,电气工程及其自动化,593,0.0,0.0,,,
1306,郑州大学,2012,电子科学与技术,584,0.0,0.0,,,
1307,郑州大学,2012,电子商务,595,0.0,0.0,,,
1311,郑州大学,2012,电子信息工程,586,0.0,0.0,,,
1340,郑州大学,2012,机械工程及自动化,587,0.0,0.0,,,
1387,郑州大学,2012,信息管理与信息系统,587,0.0,0.0,,,
1263,郑州大学,2013,通信工程,572,282.0,9364.0,501.0,562.0,61.0
1269,郑州大学,2013,软件工程,562,315.0,12112.0,501.0,562.0,61.0
1271,郑州大学,2013,轨道交通信号与控制,560,293.0,12725.0,501.0,562.0,61.0
1289,郑州大学,2013,自动化,564,267.0,11529.0,501.0,562.0,61.0
1304,郑州大学,2013,电气工程及其自动化,568,287.0,10442.0,501.0,562.0,61.0
1308,郑州大学,2013,电子商务,557,305.0,13667.0,501.0,562.0,61.0
1310,郑州大学,2013,电子信息科学与技术,563,268.0,11797.0,501.0,562.0,61.0
1312,郑州大学,2013,电子信息工程,565,293.0,11262.0,501.0,562.0,61.0
1318,郑州大学,2013,生物信息学,558,329.0,13362.0,501.0,562.0,61.0
1368,郑州大学,2013,地理信息科学,559,308.0,13033.0,501.0,562.0,61.0
1388,郑州大学,2013,信息管理与信息系统,560,293.0,12725.0,501.0,562.0,61.0
1389,郑州大学,2013,信息与计算科学,558,329.0,13362.0,501.0,562.0,61.0
1264,郑州大学,2015,通信工程,595,297.0,10944.0,525.0,593.0,68.0
1270,郑州大学,2015,软件工程,596,283.0,10647.0,525.0,593.0,68.0
1272,郑州大学,2015,轨道交通信号与控制,591,289.0,12065.0,525.0,593.0,68.0
1277,郑州大学,2015,计算机科学与技术,598,271.0,10068.0,525.0,593.0,68.0
1290,郑州大学,2015,自动化,596,283.0,10647.0,525.0,593.0,68.0
1305,郑州大学,2015,电气工程及其自动化,605,233.0,8191.0,525.0,593.0,68.0
1313,郑州大学,2015,电子信息工程,598,271.0,10068.0,525.0,593.0,68.0
1319,郑州大学,2015,生物信息学,591,289.0,12065.0,525.0,593.0,68.0
1390,郑州大学,2015,信息与计算科学,588,303.0,12942.0,525.0,593.0,68.0
1397,郑州升达经贸管理学院,2014,电子信息工程,438,0.0,0.0,,,
1399,邵阳学院,2014,通信工程,456,0.0,0.0,,,
1401,邵阳学院,2014,网络工程,456,0.0,0.0,,,
1402,邵阳学院,2014,电气工程及其自动化,462,0.0,0.0,,,
1403,邵阳学院,2014,电子科学与技术,452,0.0,0.0,,,
1413,运城学院,2014,计算机科学与技术,441,0.0,0.0,,,
1414,运城学院,2014,网络工程,438,0.0,0.0,,,
1415,运城学院,2014,电子科学与技术,448,0.0,0.0,,,
1417,运城学院,2014,信息管理与信息系统,445,0.0,0.0,,,
1418,辽宁科技学院,2014,通信工程,442,0.0,0.0,,,
1422,辽宁科技大学,2014,通信工程,492,0.0,0.0,,,
1423,辽宁科技大学,2014,软件工程,483,0.0,0.0,,,
1424,辽宁科技大学,2014,自动化,487,0.0,0.0,,,
1427,辽宁科技大学,2014,机械设计制造及其自动化,492,0.0,0.0,,,
1431,辽宁科技大学,2014,信息与计算科学,496,0.0,0.0,,,
1444,辽宁工程技术大学,2011,自动化,591,0.0,0.0,,,
1449,辽宁工程技术大学,2011,网络工程,591,0.0,0.0,,,
1454,辽宁工程技术大学,2011,电气工程及其自动化,591,0.0,0.0,,,
1456,辽宁工程技术大学,2011,电子科学与技术,587,0.0,0.0,,,
1494,辽宁工程技术大学,2011,地理信息系统,589,0.0,0.0,,,
1501,辽宁工程技术大学,2011,信息与计算科学,583,0.0,0.0,,,
